code,text
Expressing disagreement,I don’t really agree with the chart option you gave because it looks like a scatterplot without being one which can be confusing
Positive Activating,I was amazed at how some counties had lost their income level on an inflation adjusted basis.
Negative Activating,It led me to more questions.
"Complementing, expressing appreciation",The slope charts are a really great way to show change over time.
"Complementing, expressing appreciation","This is a really nice idea that you’ve taken up! I loved the very insightful, pithy data you’d provided alongside the graphs."
Vocatives (addressing individual),"Hi Julia,This is a topic I really loved to read during my graduation."
"Complementing, expressing appreciation","I think this is a unique and interesting topic, and the data is compelling."
Asking questions,What did you use to create it?
Asking questions,interpret.How did you make the bubbles proportional to the population?Have you created a separate column manually?
Vocatives (addressing individual),"Hi Julio,I like your suggestion of changing the orientation of the"
Personal advice,I think the color of graphics should match to the color of cats
Negative Activating,One small item I was confused about is the Y Axis and data detail mapping on the bar chart
Negative Activating,"This analysis, in deep, left me lot of questions."
"Phatics, salutations and greetings, Social sharing","Hi Natallia,Thank you for your feedback and observations."
Vocatives (addressing individual),Hello Sandra
Negative Activating,the hardest part of data analysis is simply getting the data into a useful shape
Asking questions,But I am curious why you chose to set the TV share in relation to the GDP?
Quoting from others' messages & Referring explicitly to others' messages,"If possible come and take a look at my work, it can be accessed online dynamically."
Asking questions,did you think of exploring stories behind the data?
Negative Activating,I’m also wondering: what kind of visualization would help factor in different costs of living?
Expressing agreement,I agree with you that a line chart would work much better heret han the stacked chart.
Vocatives (addressing individual),This visualization is really neat!
Positive Activating,I got really interested in the Sankey visuals
Personal advice,Perhaps it would be interesting the possibility to view all the numbers at the end of the effect
Expressing agreement,It’s definitely a smart idea to look at the most successful grants and find out what made them work.
Personal advice,"If this is really supposed to focus on Singapore, then it’s an extremely poor visualisation as now it’s not clear at all."
"Complementing, expressing appreciation",Nice job!
Asking questions,Do the apartments with the higher rents have any water related amenities that come along with them?
Vocatives (addressing individual),"Hi, Annabelle --I love this!"
Personal advice,"It would be cleaner, and easier to see."
"Complementing, expressing appreciation","Felix,Well done on your visualisation."
"Complementing, expressing appreciation",Thank you.
Negative Deactivating,but I think you put too much emphasis on this part
Positive Deactivating,The data confirm it.
Personal advice,Would be interesting to see what you find with some more digging in the data!
Positive Activating,"Hi Charlotte, very interesting topic, you have opened quite a lot the research, spared no effort to understand your data in various ways, this is very cool."
Positive Activating,I hope you’ll find more data on this topic!
Negative Deactivating,Unfortunately the article in The Washington post was behind a paywall so I couldn’t access it
Negative Activating,"Your second is a bit complicated, though."
"Phatics, salutations and greetings, Social sharing","Hi Eduardo,Yes, I was thinking the same.."
Positive Activating,I would love to see something like this in a more global scale.
"Complementing, expressing appreciation","Hi, FelixThis is powerful!"
Negative Deactivating,Flourish has some limitations.
Negative Deactivating,"the slider is too imprecise to actually properl """"land"""" on events."
Personal advice,what would have been really interesting is to see a map of deaths by type stratified by age
Negative Deactivating,that might not have been helpful.
Personal advice,One additional thing I think might be rather interesting to see would be the relation between the absolute number of tickets sold and the size of the population
Negative Activating,but I had a little trouble understanding what was the thread tying all of these visualizations together.
Personal advice,you might want to look at your selection of colour hues and shades.
"Complementing, expressing appreciation",Thank you for your thorough critique.
Positive Activating,This project really opened up my perspectives of what I could do with Data Visualisation.
Vocatives (addressing individual),Hey Royden
"Complementing, expressing appreciation",This is a really strong start in wrangling a huge data set.
Positive Activating,I love that it is interactive and that the bubbles expand once hovered over.
Negative Deactivating,bubbles alone not say too much for me.
"Complementing, expressing appreciation",I think the third page that you did is look great.
"Complementing, expressing appreciation","Overall, great job. Love your post. Clear and to the point."
"Phatics, salutations and greetings, Social sharing","Hi Mario,the graphic you created it is a very interesting starting point for finding correlations between meat consumption and diseases"
Self-disclosure & expressing values,I guess my project theme hasn’t so many possibilities to use all these types.
Asking questions,Have you tried to cross data related to crimes with per capita income of the neighborhoods?
Expressing agreement,a high vs middle income economies.
"Complementing, expressing appreciation","Hi Sergio, thanks for taking time and write."
"Complementing, expressing appreciation",Great job again
"Complementing, expressing appreciation",these are great visualizations.
Positive Activating,I would be interested to see a screen shot of some of this data.
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"And once we all get good enough to use more interactive visualizations, you could have just one and then a drop-down menu to choose a different time period."
Asking questions,"You could spin this in a very optimistic way, you know?"
Positive Deactivating,Breaking it up in intervals of 500 was easier for me to discern than the stacked bar chart that broke it up in intervals of 1000.
Personal advice,I think it might be interesting to show the status on the right
Asking questions,Maybe you have an idea why in the US they have such a low kpis?
"Complementing, expressing appreciation",Thanks to that I could begin to work.
Positive Activating,I’m glad you like the work I’ve done so far. Many thanks for the suggestions!
Asking questions,I guess a follow-up question might be... what can we learn from this outlier?
Personal advice,I would maybe color the subject text or box to show the gender dominance
"Complementing, expressing appreciation","You’ve created a very cute, engaging, and successful story. I have no idea how you came up with this idea, but it’s great. I particularly like using the """"possibility of crossing the path of a cat or scientist"""" as a risk case."
"Complementing, expressing appreciation",It’s a very clean graph that is easy to understand.
Asking questions,Did you think about adding information regarding the source materials for the graph?!
"Complementing, expressing appreciation",Thank you very much !
"Complementing, expressing appreciation","Hi Michal, thanks for the feedback."
Expressing agreement,I agree.
Asking questions,DO the colors in the bar chart correspond directly to your scatter plot graphs?
Negative Activating,"there are a lot of text, both in the caption of the story and in the text/image-slides. That sometimes makes it hard to see the information."
Quoting from others' messages & Referring explicitly to others' messages,There is also a blog post about where the data is coming from:https://fivethirtyeight.com/features/how-to-break-fifa/I like your idea about the markets for sponsors in relation to income and audience.
Quoting from others' messages & Referring explicitly to others' messages,"Also, like Julian, I would like to see on a more global scale."
Asking questions,The only comment I would add is: what would you suggest if the plot has to be included in a printed magazine?
Vocatives (addressing individual),"Kathleen, thank you very much I really appreciate it!"
Positive Activating,"Now I’m curious what we’re buying, and from whom.I’m also surprised by India topping the list, and almost doubling the amount spent by the runner-up."
Asking questions,What would be the cause of that?
Asking questions,Is the google trend lines about Cupcake vs. Tiramisu?
Expressing agreement,"Swathi,Given limited space, I think you are right that the bar graphs would be more important to keep than the map."
"Complementing, expressing appreciation","Very interesting observations, Robert!"
"Complementing, expressing appreciation","Hi Jonathan,I really appreciate your feedback."
Positive Activating,"I liked your idea, but I am curious about some lines."
Asking questions,"And are there geographical data as well, so it is possible to map the homicides in different parts of town?"
"Complementing, expressing appreciation","Hey Sharon, I appreciate your feedback.Your criticism is valid, thank you for pointing it out."
Positive Activating,"Jorge,Wonderful work!"
Positive Activating,It is a great visualization that makes me want to learn more.
Expressing agreement,"I just wanted to say that I agree with your insights, especially the one regarding the groups."
"Complementing, expressing appreciation",Excellent graphs
Negative Deactivating,Unfortunately i am not able to read any of the annotations or the legend.
Asking questions,Is it possible to aggregate the data into larger areas?
"Complementing, expressing appreciation",That is a great way to show the differences in a clear and readily understandable way.
Asking questions,"Is that correct, or am I reading the chart wrong?"
Personal advice,"I didn’t think it added much, but now that you mention it, maybe should have added for comparison sake."
Negative Activating,I’m questioning whether this data accurately counted the percentage of ELLs at each school.
"Complementing, expressing appreciation",Brilliant!
"Complementing, expressing appreciation",The color coding of the text is excellent.
Negative Activating,it is a barrier that it seems difficult to trace the historical change.
"Complementing, expressing appreciation","Shalom David,Thanks for sharing your visualization and taking time to explain it."
Personal advice,"The only criticism I could make (but that I don’t know how to fix either, is that in the first slide, it’s difficult to discern trends."
Expressing agreement,I agree that the display of the numbers in a list in the box does not facilitate a better understanding or help compare expenditures to one another within or across countries.
Positive Activating,There was a post from DB 01 that focused on the popular US TV show called Buffy the Vampire Slayer. Your post is similar to that one because it shows that playing with data can be fun and cool.
Positive Activating,But I was very curious to know if there was any period when women’s wages exceeded that of men in any of the industries.
"Complementing, expressing appreciation",Congratulations. It is well done!
Personal advice,"It would, however, be interesting to see the change in popularity of specific genres over time."
Negative Activating,I sometimes find the stacked bar chart difficult to interpret in terms of understanding which category has the greatest quantity
Negative Activating,"Without the labels, it’s hard to tell the percentages"
Vocatives (addressing individual),"Hi Eduardo,Yes, I was thinking the same.."
"Complementing, expressing appreciation",This is powerful and beautiful!
"Complementing, expressing appreciation",superb!
Asking questions,Can you tell me how you inserted those images at the beginning and the end of the data visualisation?
"Complementing, expressing appreciation",Great job though! :)
Unconventional emotion expression,Wow!
Personal advice,"Perhaps it will be useful to make a scatter chart, in x-axis the percentage of girls and in y-axis the country income."
Personal advice,but I would suggest looking at overall death rates first.
Positive Activating,I wish there was a way to give context to the numbers in regard to overall population trends.
Self-disclosure & expressing values,Former Scott
Asking questions,I’m curious to know what if anything surprised you about the findings?
Vocatives (addressing individual),"Hi Mario,Thats an interesting topic and a very popular one nowadays."
Positive Activating,But I am curious why you chose to set the TV share in relation to the GDP?
Unconventional emotion expression,Envious of your skillset for compelling & easy to read data. : )
Vocatives (addressing individual),"Hi, David --This is extremely impressive!"
Positive Activating,I hope you are enjoying the course as much as I am!
"Complementing, expressing appreciation",It gives a fairly detailed overview of the state of the country in those years.
Vocatives (addressing individual),Nice work Julian.
Positive Activating,We shall not be discouraged but aware of the reality and be hopefull that more and more institutionsare transparent with their data and make it easy of access.
Personal advice,"maybe having the lines and boxes in a color different from the background would help them stand out visually, making the data easier to grasp quicker"
"Complementing, expressing appreciation","Thank you, Mr. Arias."
Self-disclosure & expressing values,I come from an analyst side.
"Complementing, expressing appreciation","Hi Sharon,Congratulations, you explained it very well (the data) without making a graph."
Negative Activating,"I’ve done a lot of cleaning (alas, mostly by hand), but there are still likely some errors."
Asking questions,"It could be linked to more awareness in the general public about applying to receive the benefit, or a change in law ?"
Expressing agreement,"I agree, there is nothing in the graphic itself that tells the viewer or reader that the focus of the chart is life expectancy in Singapore."
Self-disclosure & expressing values,As a map geek I really like to see your work
Negative Deactivating,"To compare these kinds of data is often misleading, standardization might be tricky and maybe even impossible."
Personal advice,if I may suggest an improvement there is a visible data gap in Switzerland.
"Complementing, expressing appreciation","Stellar work Suman,Beautiful, clear visualizations; annotations were well phrased and drove the story"
"Complementing, expressing appreciation",I think this was well done. I liked the additional breakout of Bachelor’s vs. Master’s by gender.
Negative Activating,please help me to clarify a topic
Personal advice,A bit of color in the chart might also help add clarity
"Complementing, expressing appreciation",I liked your work very much.
Negative Activating,"However, two in two different moments, the graph shows a disturbing in a pattern."
Asking questions,isn’t the title of each sub-chart enough?
"Complementing, expressing appreciation","Hi,Very engaging story. I like it."
Vocatives (addressing individual),"Hi Paolo,I can sympathize with the inconsistency in data sources."
"Phatics, salutations and greetings, Social sharing","Hi Maseme,You should be proud of yourself."
Negative Activating,Always something else to do and learn.
Self-disclosure & expressing values,American countries interesting things are also being done to care for the
Personal advice,"I would maybe suggest changing the hues of some sections so that there is less no confusion, for example the shading for recreation and clothing are somewhat close to each other."
Unconventional emotion expression,A comparison with North America will be wonderful too ;-)
Negative Deactivating,Using the same color scheme for race/ethnicity AND geographic location was a poor choice.
Course reflection,"I wished to watch a """"funny"""" story on Flourish or Inzight ,which are main elements of this course.Tableu is nowhere in the course."
Personal advice,"You could use different colors for different years, but keep the same color for a given year across all countries"
Positive Activating,I also really like your stacked bar graph.
"Complementing, expressing appreciation",Very nice.
Self-disclosure & expressing values,hopefully I will not be in that statistic and stay happy with age
Negative Activating,I wasn’t quite sure
Negative Activating,I find the first graph a bit confusing to visualize (maybe it’s the display in my screen).
Vocatives (addressing individual),"Hi, Rodrigo --Many thanks for the feedback!"
Personal advice,I think it would be great insert the level of ’high blood pressure’ each countries.
Vocatives (addressing individual),"Hi, MarioThank you for bringing up here so an important topic."
"Phatics, salutations and greetings, Social sharing","Hi Katica,I like your suggestion, because a line chart focuses on the gain in life expectancy."
"Complementing, expressing appreciation",The second one is fantastic.
Positive Activating,Hi Cristen - I enjoyed looking at your visualisation and think this is a really important issue.
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
"Phatics, salutations and greetings, Social sharing","Hi Jorge,Thanks for your feedback."
Quoting from others' messages & Referring explicitly to others' messages,"Hi Claudia,If you go tohttps://data.worldbank.org/indicator/SE.PRM.CMPT.FE.ZS?view=chart, you’ll find a spot where you can download the dataset in CSV, Excel, or XML."
Self-disclosure & expressing values,This will help me in deciding where to travel in Europe next year!
Positive Activating,"I’m particularly intrigued by your theory of how air transport safety has improved -- something that never occurred to me, despite my former career as an aerospace engineer!"
Negative Deactivating,"Unfortunately, the FFA does not indicate what the data relates to (paid for a performance, went to a performance)."
"Complementing, expressing appreciation",I too had some trouble with Flourish. I think your findings are really interesting and I hope you dig deeper!
Negative Activating,I don’t know the answer.
Asking questions,"if so, how do they differ from one another, or how are they similar?"
Vocatives (addressing individual),Thanks Jonathan. That’s a good tip.
Positive Deactivating,I would ideally like to have made the map with revenue from each country but that data is not available.
"Complementing, expressing appreciation","Hey Julian,Great effort and full points for choosing such an interesting subject."
Negative Activating,I feel like I’m missing a lot of information
Positive Activating,I loved this
Positive Deactivating,works very well as an interactive exploration tool
"Complementing, expressing appreciation","Very good work, and thanks for sharing your conclusions with us. It is very fruitful and has helped me to a better understand the graph"
Asking questions,Did you find that any of your Flourish charts explained or explored the data in a meaningful way?
Negative Activating,"I wonder what would happen, if you set this data in relation to the GDP growth of the respective countries."
Vocatives (addressing individual),"Very interesting observations, Robert!"
Unconventional emotion expression,Glad to see I wasn’t the only one with a lengthy list. :-)
"Complementing, expressing appreciation",Thank you for your comment Karoliina
Personal advice,Did you think about adding information regarding the source materials for the graph?! That is an important thing to add and note.
Asking questions,Did you try to make a map with your dataset?
Personal advice,you can investigate reading the story of Nepal and Lesotho.
Negative Deactivating,However this is far from reality
Negative Activating,"The first chart, I was wandering about the grey lines. There is no country connected to them."
Vocatives (addressing individual),"Shalom David,Thanks for sharing your visualization and taking time to explain it."
"Complementing, expressing appreciation",It’s a very complete story and well guided with the texts.
Personal advice,The only suggestion I have to offer is that you may want to rethink the use of the Sankey diagram
"Complementing, expressing appreciation",using this dataset gave me a great idea of what I can do with another project so thank you.
Negative Deactivating,"Since you opened the variables a lot, it was difficult for me to come to a conclusion"
"Complementing, expressing appreciation","Congratulations, Hassel!"
Negative Deactivating,"Unfortunately, due to resolution of your plot, I can not clearly see it on my screen..."
Personal advice,"By visualizing deaths of rock musicians versus deaths among the total population, this is something we could understand visually."
Negative Deactivating,It must be really hard to be an original popular musician these days.
Vocatives (addressing individual),Thank you Kimberly
Self-disclosure & expressing values,"Dear Simon, thank you for taking time to comment and for your appreciations :)"
Unconventional emotion expression,More time needed for sure!:)
"Complementing, expressing appreciation","Hi David, Ill love this kind of graphic"
Unconventional emotion expression,I just made a quick draft for fun :)
Expressing agreement,I didnt knew about the unlucky 27 but you convinced my about it with your analisis
"Complementing, expressing appreciation",I loved this
Self-disclosure & expressing values,"Hello Angel,I have been to the Galicia region and can vouch that it is beautiful and filled with friendly people."
Positive Deactivating,it was quite easy for me to understand the out in your charts
"Complementing, expressing appreciation",Your presentation offers a lot of information.Congratulations
Negative Deactivating,I am sorry that the PowerPoint link isn’t working for you.
Vocatives (addressing individual),Thanks for the great post!Perry
Self-disclosure & expressing values,"I’m from Spain, and I was surprised that Spain is leader in quality but not at all in quantity"
Personal advice,It would be really cool if you interviewed that teacher. Bring it on.
"Complementing, expressing appreciation",I won’t change a thing about this story.
Vocatives (addressing individual),Hello Takura
Quoting from others' messages & Referring explicitly to others' messages,The problem was fixed and the link should work right now.
Negative Activating,But... but there’s a problem.you have not thought about other risks for the little mouse.
Positive Deactivating,"At this point, I was happy to be able to generate the box plot in insight"
Positive Activating,I learned a lot of things with your information.
Asking questions,Are CO2 emissions lower in the countries where the environmental taxes are higher?Or are the taxes higher in those countries that emit the most?
Positive Activating,Makes me want to try using Tableau for a story and not only for one visualisation.
"Complementing, expressing appreciation","Thank you Kimberly, good point"
Asking questions,Why is 30 longer than 1200?
"Complementing, expressing appreciation","Hi Julian, very interesting subject, thank you!"
Vocatives (addressing individual),Hi Su Mi
"Complementing, expressing appreciation",Great share and explanation of what you did
Vocatives (addressing individual),"Hi TJ, i am glad to hear that you had good times in my country!"
Asking questions,will those areas be able to support the aging population?
"Complementing, expressing appreciation","Hi, Rodrigo --Many thanks for the feedback!"
Positive Activating,"your visualisation of the everyday madness is absolutely shocking, too"
"Complementing, expressing appreciation",thank you for this!
Personal advice,maybe add photos of main incidents according to the timeline of your story
Asking questions,What were your impressions of the data set and the site you used? Would you use it again?
"Complementing, expressing appreciation","Fascinting topic and great optics, I love the """"Clarissa explains it all""""-style."
Vocatives (addressing individual),"Hi Kevin,Thanks for your comments."
Vocatives (addressing individual),"Hi Arjen,I am certainly going to be looking for what happened"
Positive Activating,"I love the idea of looking at agricultural land use - I’d be interested to find the data for my country, Australia."
Expressing agreement,"Hello Pamela,I agreed with you about the use of bubbles for each country, it would be nice and also add some colors and gradients.You are totally right about the missing context."
"Complementing, expressing appreciation",The contrast looks great!
"Complementing, expressing appreciation",I think the slope charts were a perfect way to show this data and it made it very easy to quickly see changes over time.
Vocatives (addressing individual),"Takura,I see you took this course to heart and used every graph style available."
Positive Activating,The fourth slide too was very interesting considering we release our films in multiple territories and how China has opened has a very interesting new territory.It will be interesting to explore how the density of multiplex screens has increased as they say India is the most under-screened country
Positive Activating,I’ve changed the story accordingly and am curious to hear what you think.
Vocatives (addressing individual),"Hi Felix,Fantastic job on this!"
"Complementing, expressing appreciation",It’s really simple and clearly showing the trends of tourists from different countries.
Positive Deactivating,It makes it really easy to see where crime is happening across the city without going into a full mapping application.
Positive Activating,Interesting ideas about engaging our five senses to synthesize a visualization.
Asking questions,What did you want to show us?
Quoting from others' messages & Referring explicitly to others' messages,"Interesting graph and like Alberto said, visualization has that magic in iteself. It really attracts you to a story and makes it more easy to understand."
Positive Activating,I was fascinated to see that you incorporated Flourish into your PowerPoint
Self-disclosure & expressing values,It contradicts my impression because I always see tourists walking right up to alligators like they were some tame animals.
Negative Deactivating,I was not able topush the play button successfully.
Asking questions,"Maybe even put that into context of the GDP (how """"valuable"""" is an average cinema admission across the countries?"
Vocatives (addressing individual),"Thank you, Mr. Arias."
"Phatics, salutations and greetings, Social sharing",Best of luck !
Negative Deactivating,"Sorry these are very brief/rushed comments, as I’ve already written up my comments to some other people (and run out of time)"
Positive Activating,"I suspect the """"27 Club"""" is more of a rock thing"
Positive Activating,This helped me read very easy the variables.
Negative Activating,I had some difficulty identifying the continent on graph 4.
Positive Activating,I love your use of a line chart.
Vocatives (addressing individual),Thank you for your comment Karoliina.
Asking questions,If B Corp does have too much of an American connotation is that keeping some of these from participating in large part? Will they come up with their own competing certification?
Positive Activating,I need to dive into Flourish more.
Positive Activating,I think your design is very clean and I like that it shows Singapore is increasing it’s life expectancy more than a lot of other countries.
"Complementing, expressing appreciation",That is a great idea.
Unconventional emotion expression,A different color/hue for the highest purchase is a good idea ;).
Positive Activating,It is amazing to see your graphs and the sudden shift upwards since 2000.
Positive Activating,There’s certainly many more ways to slice & dice the data!
Negative Deactivating,"Sorry for chiming in late, but also just wanted to mention, if we could look how the total amount of annual aid has an impact - because at first glance it seems that smaller countries may give more per capita because there is some minimal amount (that they may feel obliged to give, or had promised"
Asking questions,"How would you represent it on graphic itself, though?"
"Phatics, salutations and greetings, Social sharing",Strong hug.
Vocatives (addressing individual),"Hi Chistopher, thanks for your comments!"
Self-disclosure & expressing values,"So I did in my """"school assignment"""",in a very simple way andunpretentious :)"
Quoting from others' messages & Referring explicitly to others' messages,"Manoj’s comments are spot on, and I encourage you to do further exploration on the indicators."
"Complementing, expressing appreciation","Hi Charlotte, very interesting topic, you have opened quite a lot the research, spared no effort to understand your data in various ways, this is very cool."
"Complementing, expressing appreciation",This visualization is going to be very inspiring as I continue to use and practice with Flourish.
Positive Deactivating,It’s really simple and clearly showing the trends of tourists from different countries.
"Complementing, expressing appreciation",You have a lot of talent.
Positive Activating,Thanks again for sharing this data story!
Positive Activating,I understand your frustrations with Florishs limitations.
Positive Activating,I was very inspired to follow in your footsteps!
Personal advice,i wish you could go deeper and show the impact on Afghanistan
Expressing agreement,I most agree with your second critique regarding the country income breakdown.
Positive Activating,It’s a really interesting topic.
Asking questions,are people from the southern countries more happy than people from the northern countries?
"Complementing, expressing appreciation","This is excellent you used several graphic formats to demonstrate your findings. Interesting and made it comical. I am sure you spent a great deal of time on this chart, and made it look so easy"
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"We could also investigate more about the 3 states that ""drives"" in numbers the pick as previous comment about the type of disability."
Personal advice,"did you consider taking the wide ranges and transforming them by giving them some common denominator, such as population per square meter or mile?"
Vocatives (addressing individual),"Hi Maseme,Very interesting finding, especially when linked to the HIV treatment trend."
"Complementing, expressing appreciation",It’s a great way to visualize your data quickly to understand what patterns deserve a closer look.
"Complementing, expressing appreciation","Hi, Dima --This looks great!"
Positive Activating,"Anyway, good exploration work!"
Personal advice,I’d be very interested to view a trendline showing the general relationship between CO2 and taxes.
Positive Activating,Glad to know I was not the only one that struggled with the resolution of the graphic.A great note about the years.
Negative Deactivating,"Sorry David, sent too soon! :)"
Expressing agreement,I agree with Nancy that the US has probably already extended the life expectancy as far as they can with current technology and social education.
Self-disclosure & expressing values,"I tried using Flourish, but I ended up surrendering to Tableou as well."
Personal advice,"Your suggestions would definitely make it easier to understand what the data are showing, but I do think that there will still be too much information to process."
"Complementing, expressing appreciation","Thanks for your questions, they realy help me a lot!"
Positive Activating,There’s definitely room here to investigate further.
Negative Deactivating,I am sometimes so bored already by all that population data or so.
Asking questions,A question I have:Is there a significance to the size of each dot?
Expressing agreement,"If the purpose is to compare overall life expectancy by country, I agree ordering would be better."
Vocatives (addressing individual),"Hi Macarena,Thanks a lot, that is a really useful"
Vocatives (addressing individual),Fascinating story Takura
Vocatives (addressing individual),"Hi Andrew,I think it is a very good solution that allows easy comparison between different categories and different countries, as well as the evolution of values over time."
Quoting from others' messages & Referring explicitly to others' messages,All the
"Phatics, salutations and greetings, Social sharing","Hi David, I understand your point, and I agree that the ""both"" display is not correct, but I still think that having the average can be interesting."
Negative Activating,"However, I can’t understand the 3rd slide"
Vocatives (addressing individual),"Hey Sharon, I appreciate your feedback."
Unconventional emotion expression,Some suggestions from my side:- your viz deserves a title! :-D
"Complementing, expressing appreciation",Very nice. I liked the color scheme
"Phatics, salutations and greetings, Social sharing","Hello Natallia,I liked the look and treatment you gave the data."
Personal advice,"Your graph could use a grid, too."
Asking questions,May I share the link?
Asking questions,"From the data set, is there any sense of regional patterns or other outliers that might skew it (i.e. major changes in some regions of the country, while others tend to be more stable)?"
"Complementing, expressing appreciation",I love your graph showing deaths from various diseases
Vocatives (addressing individual),"Hi, Justine! Thank you for your comments!"
Personal advice,"I think if I wanted to expand on this, I definitely want to start looking at the state level to see what is going on!"
"Complementing, expressing appreciation",Very nice work with the maps and I like the way you presented your summary.
"Complementing, expressing appreciation",There was some great information on it.
Asking questions,"Do they represent number of seats in parliament, or level of popular support?"
"Complementing, expressing appreciation","Hi Daniel,Thanks for your comments."
Quoting from others' messages & Referring explicitly to others' messages,These are the links. Hoping this will work better. https://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pdfhttps://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pptxSCB
Negative Activating,The network diagram is a bit confusing at first glance
Positive Activating,"While that is much data for one visualization, it would be very cool to see"
"Complementing, expressing appreciation","Dear Hideki,Great work!"
Vocatives (addressing individual),"Hi Kath,Very interesting findings indeed."
"Complementing, expressing appreciation",good ideas
Asking questions,"For example, is China using more on recreation or on alcohol and tobacco?"
Unconventional emotion expression,so sorry! O:)
Unconventional emotion expression,"Well done, Esty:)"
"Complementing, expressing appreciation",Great work!
Asking questions,Did you look at the link and scroll down and see the couple of graphs on that page?
"Complementing, expressing appreciation",I appreciate really your advise.
Quoting from others' messages & Referring explicitly to others' messages,https://www.airbnb.com/s/Utrecht--Netherlands/homes
"Complementing, expressing appreciation","Hi Matthew,I really appreciate your feedback."
Self-disclosure & expressing values,I grew up in Utrecht
Vocatives (addressing individual),"Hello Natallia,I liked the look and treatment you gave the data."
Expressing agreement,I agree that the interviews would be great as well as other stories
Expressing disagreement,"To your point, maybe it’s not necessary because they all increased for every country...but - we might miss some key information where a country had a relativelylarge/small increase compared to the rest of the world, and the reader might need to know that to dig deeper and discover why."
Positive Activating,"I didn’t know that about Bhutan, that is quite interesting."
Negative Activating,"Wow, this graphicamazes. I wonder whythe chart has such peak in 2005, but before it in 2000 and earlier there was aplateau (decrease)?"
Positive Activating,i was glad to see that the info was complemented with an awareness of aspects harder to portray in qualitative display of results.
Vocatives (addressing individual),"Hello, Lyn. Thank you for you comment!"
"Phatics, salutations and greetings, Social sharing","Hi Kevin,Thanks for your comments."
"Complementing, expressing appreciation",thank you for the feedback.
Quoting from others' messages & Referring explicitly to others' messages,see: https://public.flourish.studio/story/11085/
Personal advice,Segregation area on bottom in the chart.
Positive Deactivating,I find the comparison and the matrix of visualisations you have chosen very interesting and easy to understand.
Negative Activating,I do not know if there is a chance to fit the size of the explosion with the number of victims.
Vocatives (addressing individual),Hi Katica!
Expressing agreement,I agree with you on the different y-axis range for the different economies making it hard to compare all the countries.
Self-disclosure & expressing values,"Actually i am interviewing the director of Demographics of the University of Costa Rica this week, to try to get a better context for this data analysis"
Asking questions,where does this data come from?
Asking questions,Are these numbers affecting the current long waiting lists to the system?
"Complementing, expressing appreciation",Amazing and inspiring!
Positive Activating,I like the layered 3-dimensional aspect of photo elements and data elements.
"Phatics, salutations and greetings, Social sharing",Hi!
Personal advice,"Not to be conspiratorial, but it might be interesting to follow the campaign trails in conjunction with the shootings."
"Complementing, expressing appreciation",I think it is very useful that you have chosen to display the number of diplomas as well as the change year by year.
"Phatics, salutations and greetings, Social sharing","Dear Hideki,Great work!"
Personal advice,I would expect to see far less variance in adoption if the percentage available were taken into account.
"Complementing, expressing appreciation","Hi Chistopher, thanks for your comments!"
Personal advice,It would be interesting to overlay the visual with the average birth year of the Rolling Stone editors/contributorsthat came up with the list.Also would be interesting to compare this list to other magazines/publisher lists.
Negative Deactivating,And so sad the same time.
Vocatives (addressing individual),"Hi David, I understand your point, and I agree that the ""both"" display is not correct, but I still think that having the average can be interesting."
Unconventional emotion expression,As for Nollywood :-)
Vocatives (addressing individual),"Christopher,As a few music fan, I am keenly aware of the """"curse of 27,"""""
Positive Activating,I didn’t know Tableau could do that!
Negative Activating,The second one (in my point of view) is one the most demanding and crucial as there are many challenges to overcome.
"Complementing, expressing appreciation","Thanks for creating and telling such an interesting, important story."
"Phatics, salutations and greetings, Social sharing","Hi, MarioThank you for bringing up here so an important topic."
Vocatives (addressing individual),"Hello Angel,I have been to the Galicia region and can vouch that it is beautiful and filled with friendly people."
"Phatics, salutations and greetings, Social sharing","Hi Aleksandra,I agree with all of your ideas."
"Complementing, expressing appreciation","Jessica, thanks for the feedback!"
Positive Activating,What an
"Complementing, expressing appreciation",I liked the templates you have used for each of the slides
"Complementing, expressing appreciation",I really like movies and confess that have never watched one made in Bollywood.
Unconventional emotion expression,"I thought organizing the points by Cairo’s lecture would give my points more structure and meaning, almost like a ""text visualization"" ;-)."
Negative Activating,"For several of your slides, at least on my little iPad, the grey annotation block was laid right on top of the viz, partially obscuring the viz, or at least distracting from it, despite the grey block being somewhat transparent."
Self-disclosure & expressing values,now I want to live in Bulgaria!
Personal advice,That way you present the data and help the viewer to immediately see the difference between the more- and less-urbanized areas.I hope that helps
Vocatives (addressing individual),"Santiago,I really like that you chose data visualizations that were part of our lecture"
Positive Deactivating,The high level of interactivity allows the reader to look specifically at the data that interests him/her the most.
Personal advice,"Instead of a stacked bar chart, a normal bar chart could be an alternative."
"Complementing, expressing appreciation",Great work.Thanks
Asking questions,might there be a better solution than to use a bar chart?
"Complementing, expressing appreciation",I love it.
